pmid,year,title,journal,doi,first_author,n_authors,authors_full,theme,themes_all,pub_types,screen_decision,exclusion_reason,abstract
41346105,2025,Mind Meets Machine: A Narrative Review of Artificial Intelligence Role in Clinical Psychology Practice.,Clinical psychology & psychotherapy,10.1002/cpp.70191,"Calderone, A.",10,"Calderone, A.; Latella, D.; Fauci, E.; Puleo, R.; Sergi, A.; Francesco, M.; Mauro, M.; Foti, A.; Salemi, L.; Calabrò, R. S.",T5 Uncertainty & calibration,T5 Uncertainty & calibration,Journal Article; Review,include,,"Clinical psychology is undergoing a profound transformation with the integration of artificial intelligence (AI) technologies. While the field has traditionally advanced from psychodynamic theories to cognitive-behavioural and evidence-based approaches, the emergence of AI presents both unprecedented opportunities and new challenges. This narrative review accordingly critically evaluates the integration of AI into clinical psychology practice, encompassing the continuum from assessment and diagnosis to intervention and follow-up care. It applies an analytic lens that differentiates clinically validated tools from experimental prototypes, and it appraises study quality against contemporary standards. We conducted a comprehensive narrative review of the recent literature, focusing on studies and expert opinions regarding the application of machine learning (ML), deep learning (DL) and natural language processing (NLP) in psychological assessment and therapy, the use of digital phenotyping through smartphones and wearables and the implementation of AI-assisted care models in clinical practice. AI technologies are increasingly used to automate assessment scoring and analyse multimodal data, enhancing objectivity and scalability while requiring ongoing clinician oversight to address bias and interpretability issues. In therapeutic contexts, AI-driven conversational agents and hybrid 'AI-in-the-loop' systems show promise in supporting engagement and personalization, though ethical and relational concerns remain. AI offers opportunities for selected assessment, monitoring and triage tasks, but evidence remains heterogeneous. Clinical integration should be incremental and evaluative, prioritizing external validation, calibration and patient-centred outcomes."
41349176,2026,Label noise learning based SAR target classification method.,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2025.108373,"Wang, H.",6,"Wang, H.; Lan, Y.; Yue, F.; Xia, Z.; Zhang, T.; Pang, Y.",T4 Noisy / soft / multi-annotator labels,T4 Noisy / soft / multi-annotator labels,Journal Article,include,,"The recognition of Synthetic Aperture Radar (SAR) Target is a critical task in SAR image interpretation. With their exceptional capacity to model complex data structures, Convolutional Neural Networks(CNNs) are now the standard architecture for addressing SAR image classification problems. However, these methods typically require large-scale labeled datasets for training. SAR images are inherently susceptible to both feature and label noise due to the technical sophistication of the imaging process and the high likelihood of human error during annotation. This often leads to a significant degradation in the performance of CNN-based classifiers. To mitigate feature noise, we propose a dynamic Lp-norm regularization-based scattering feature extraction method that leverages neural networks to automatically estimate and adapt the regularization parameters at each layer. To address label noise, we further develop a robust representation learning framework for SAR target classification, which enhances model robustness by minimizing the distances between samples and their corresponding class prototypes. Extensive experiments conducted on three widely-used SAR datasets - MSTAR, SAR-ACD, and FUSAR - show that the proposed method consistently achieves robust classification accuracy across label noise levels from 0 % to 60 %, significantly mitigating the adverse effects of annotation inaccuracies."
41361272,2025,Artificial intelligence in pulmonary hypertension: a systematic review.,European journal of medical research,10.1186/s40001-025-03557-5,"Kramer, T.",4,"Kramer, T.; Kramer, M.; Hagist, C.; Spinler, S.",T7 Reporting standards for medical AI,T7 Reporting standards for medical AI,Journal Article; Systematic Review,include,,"Pulmonary hypertension (PH) is characterized by elevated pulmonary pressures and right ventricular strain. Pulmonary arterial hypertension (PAH), a subtype, has a poor prognosis, especially when diagnosis is delayed. Artificial intelligence (AI) methods, including machine learning (ML) and deep learning (DL), offer potential for non-invasive prediction and risk stratification. This systematic review assesses ML and DL applications for non-invasive diagnosis, classification, and prognostication in PH and PAH, with emphasis on methodological quality and clinical applicability. A PRISMA-guided search identified studies using ML or DL on non-invasive clinical, imaging, or biomarker data, including omics and laboratory parameters. Study characteristics and heterogeneity were synthesized using the SWiM framework. Risk of bias was assessed using PROBAST+AI across participant selection, predictors, outcomes, and analysis. Fifty-three studies were included. Most used clinical, echocardiographic, imaging, or molecular data. AUC values ranged from 0.71 to 1.00. DL approaches, especially convolutional neural networks, were increasingly applied but seldom externally validated. Nine studies were multicenter, four prospective, one combined retrospective and prospective cohorts, none were randomized controlled trials. The rest were retrospective single-center studies. In 15 studies, right heart catheterization was either not performed or not clearly reported. SWiM analysis showed substantial heterogeneity in study design and outcome definitions. According to PROBAST +AI, 44 studies (83%) had low risk of bias, though applicability concerns were common. ML and DL models show promise for PH and PAH diagnosis and prognosis, but limitations in subclass differentiation, methodological transparency, and validation must be addressed in future research."
41363762,2026,"Effect of Combination of a Mucosal Exposure Device and Computer-Aided Detection in Diagnostic, Screening, and Surveillance Colonoscopy: An International, Multicenter Study.",Clinical and translational gastroenterology,10.14309/ctg.0000000000000963,"Maas, M. H. J.",6,"Maas, M. H. J.; van Riswijk, M. L. M.; Rath, T.; Cesaro, P.; Salvi, D.; Siersema, P. D.",T2 Endoscopic quality & blind-spot audit,T2 Endoscopic quality & blind-spot audit,Journal Article; Multicenter Study,exclude,Off-topic: no AI/agreement/validation/reporting content,"Mucosal exposure devices (MEDs) and computer-aided detection (CADe) systems may both improve adenoma detection through distinct mechanisms: expanding mucosal visualization and highlighting lesions, respectively. This study investigated the efficacy of combining CADe-assisted colonoscopy with a MED compared with CADe-assisted colonoscopy alone. This international, multicenter, prospective, nonrandomized, single-arm study (NTC05220345) was conducted at 3 centers that also participated in the previous DISCOVERY II randomized controlled trial, comparing CADe-assisted with conventional colonoscopy. Eligible participants were patients referred for diagnostic, nonfecal immunochemical test screening, or surveillance colonoscopy and underwent CADe-assisted colonoscopy (DISCOVERY, PENTAX Medical) with a MED using an integrated inflatable balloon (G-EYE, SMART Medical Systems). The primary outcome was adenoma detection rate (ADR); secondary outcomes included sessile serrated lesion detection rate and withdrawal time without interventions. Outcomes were compared with historical controls of the CADe-arm of the DISCOVERY II study. Of 196 enrolled participants, 182 were included in the final analysis and compared with 250 participants from the historical CADe-arm. ADR was 47.3% in the CADe + MED-group vs 38.4% in the CADe-group ( P = .066; absolute difference: 8.9%, 95% confidence interval: 0.6-18.3). Mixed-effects logistic regression model adjusting for clustering and confounders calculated an odds ratio of 1.16 (95% confidence interval: 0.74-1.81). Median withdrawal time was slightly longer with CADe + MED compared with CADe-only (10.0 vs 9.2 minutes, P = 0.004), whereas sessile serrated lesion detection rate was not significantly different (12.6% vs 18.4%, P = 0.11). In this study using historical controls, CADe-assisted colonoscopy combined with a MED did not significantly increase ADR compared with CADe alone, suggesting limited synergistic benefit."
41367603,2025,The application of gastrointestinal endoscopy in children: a narrative review.,Frontiers in pediatrics,10.3389/fped.2025.1691692,"Zhang, G.",4,"Zhang, G.; Zhao, G.; Li, P.; Zhang, S.",T2 Endoscopic quality & blind-spot audit,T2 Endoscopic quality & blind-spot audit,Journal Article; Review,include,,"Digestive endoscopy in children is increasingly used for the diagnosis and treatment of a broad range of diseases affecting the stomach, intestines, biliary tract, and pancreas, with the advantages of being minimally invasive and efficient. Endoscopic procedures in children differ from those in adults in terms of both indications and primary objectives. Furthermore, ensuring the safety and comfort of children during the examination necessitates additional considerations, such as the use of appropriately sized endoscopes, carefully tailored sedation protocols, and bowel preparation regimens. This article provides an overview of the diagnostic value of endoscopy in common digestive tract diseases and challenging conditions in children, and it details the clinical applications of various endoscopic therapeutic techniques. Furthermore, the review focuses on several core aspects of endoscopy in children, including age-stratified selection strategies for endoscopic instruments, safety evaluations of sedation and anesthesia protocols, indications and contraindications for various endoscopic techniques, potential procedure-related adverse events, as well as current disparities in the development of endoscopy in children across different regions. Despite substantial progress in the field, challenges remain, including the lack of specialized devices, technical complexity, and gaps in operator training and quality control. Future efforts should emphasize multicenter studies, the development of standardized operating guidelines, and the integration of artificial intelligence and novel imaging technologies to optimize the endoscopy diagnostic and therapeutic system, thereby advancing digestive endoscopy in children toward greater precision, safety, and efficiency."
41368432,2025,An interpretable machine learning model for early prediction of Escherichia coli infection in ICU patients.,Frontiers in cellular and infection microbiology,10.3389/fcimb.2025.1682764,"Yang, S.",5,"Yang, S.; Zou, L.; Liang, H.; Xu, X.; Chen, X.",T5 Uncertainty & calibration,T5 Uncertainty & calibration,Journal Article,include,,"Early and accurate identification of Escherichia coli (E. coli) infection in intensive care unit (ICU) patients remains challenging butmay improve clinical outcomes if addressed effectively. This study aimed to develop and validate an interpretable machine learning model for early prediction of E. coli infection at ICU admission. This retrospective study was conducted using the Medical Information Mart for Intensive Care IV (MIMIC-IV) database. Adult patients (aged 18-100 years) with their first ICU admission and a length of stay ≥24 hours were included. E. coli infection was identified based on microbiological results and diagnostic codes. Missing data were imputed using the missForest algorithm. Feature selection was performed with Boruta and least absolute shrinkage and selection operator (LASSO), and intersecting variables were used for model construction. Eight machine learning models, logistic regression, k-nearest neighbors, decision tree, random forest, extreme gradient boosting, light gradient boosting machine, support vector machine (SVM), and neural network, were developed. Model performance in the validation cohort was assessed using area under the receiver operating characteristic curve (AUC) with 95% confidence interval (CI), sensitivity, specificity, F1 score, calibration curves, decision curve analysis (DCA), and clinical impact curves (CIC). Model interpretability was evaluated with Shapley additive explanations (SHAP). A total of 52, 554 ICU patients were analyzed, of whom 4, 157 (7.9%) had E. coli infection. Twenty-eight intersecting variables were selected for modeling. Among all models, the SVM achieved the highest discrimination (AUC = 0.745, 95% CI: 0.726-0.764), followed by random forest (AUC = 0.742) and extreme gradient boosting (AUC = 0.739). Calibration and decision analyses indicated robust model calibration and clinical utility. SHAP analysis identified gender, age, sepsis, sedative use, and potassium level as the most influential predictors. A web-based tool was developed to enable real-time clinical risk estimation and individualized interpretability. An interpretable SVM-based machine learning model was developed and validated for early prediction of E. coli infection in ICU patients, demonstrating good discrimination, calibration, and potential clinical benefit. The associated online tool provides transparent, individualized risk predictions and may facilitate timely clinical decision-making."
41374965,2025,Advances in Artificial Intelligence for Glioblastoma Radiotherapy Planning and Treatment.,Cancers,10.3390/cancers17233762,"Master, R.",13,"Master, R.; Rubin, N.; Sampson, J.; Yadav, K. K.; Pandita, S.; Sabbagh, A.; Krishnan, A.; Silva, P. J.; Ramos, K. S.; Gregoire, V.; Paragios, N.; Krishnan, S.; Pandita, T. K.",T4 Noisy / soft / multi-annotator labels,T4 Noisy / soft / multi-annotator labels,Journal Article; Review,include,,"Glioblastoma is an aggressive central nervous system tumor characterized by diffuse infiltration. Despite substantial advances in oncology, survival outcomes have shown little improvement over the past three decades. Radiotherapy remains a cornerstone of treatment; however, it faces several challenges, including considerable inter-observer variability in clinical target volume delineation, dose constraints associated with adjacent organs at risk, and the persistently poor prognosis of affected patients. Recent advances in artificial intelligence, particularly deep learning, have shown promise in automating radiation therapy mapping to improve consistency, accuracy, and efficiency. This narrative review explores current auto segmentation frameworks, dose mapping, and biologically informed radiotherapy planning guided by multimodal imaging and mathematical modeling. Studies have demonstrated reproducible tumor segmentations with DSCs exceeding 0.90, reduced planning within minutes, and emerging predictive capabilities for treatment response. Radiogenomic integration has enabled imaging-based classification of critical biomarkers with high accuracy, reinforcing the potential of deep learning models in personalized radiotherapy. Despite these innovations, deployment into clinical practice remains limited, primarily due to insufficient external validation and single-institution training datasets. This review emphasizes the importance of large, annotated imaging datasets, multi-institutional collaboration, and biologically explainable modeling to successfully translate deep learning into glioblastoma radiation planning and longitudinal monitoring."
41393990,2025,Exploring a novel voice-guided artificial intelligence platform for real-time colonoscopy documentation: a pilot study.,Journal of the Canadian Association of Gastroenterology,10.1093/jcag/gwaf026,"Taghiakbari, M.",10,"Taghiakbari, M.; Wong, T.; Gaikar, R.; Azad, A.; Battat, R.; Bouin, M.; Panzini, B.; Djinbachian, R.; Armstrong, D.; von Renteln, D.",T2 Endoscopic quality & blind-spot audit,T2 Endoscopic quality & blind-spot audit,Journal Article,include,,"Accurate and consistent documentation during colonoscopy is essential for optimal patient care and therapeutic decisions. Traditional manual documentation is time-consuming and subject to variability. Artificial intelligence (AI)-assisted tools offer potential improvements by standardizing report generation in real-time. We developed a novel AI-driven, voice-guided reporting platform that uses natural language processing (NLP) and real-time image capture for endoscopy documentation. This prospective pilot study was conducted at the Centre Hospitalier de l'Université de Montréal between October 2023 and May 2024. A total of 95 patients undergoing elective endoscopy were recruited, with 57 procedures included in the final analysis. Endoscopists provided real-time verbal dictations during procedures, which the AI-assisted report generation tool transcribed and linked to captured images. The system's performance was evaluated based on documentation completeness, transcription accuracy, and user engagement. The AI-assisted report generation tool successfully documented key procedural parameters when verbal annotations were provided, achieving an 87.5% detection rate for ileocecal valve identification, and 100% detection rate for procedure indication, Boston Bowel Preparation Score, withdrawal time, and polyp characterization. However, the transcription word error was 10.07%, with errors primarily in medical terminology. User engagement varied, with some procedures lacking dictated annotations. Our AI-assisted report generation tool demonstrates potential in standardizing colonoscopy documentation through AI-assisted, real-time NLP for generating reports. While effective, its performance depends on endoscopist engagement. Future improvements in NLP capabilities and structured reporting prompts can enhance completeness and usability, contributing to more efficient and accurate endoscopy documentation."
41394863,2025,Utilization of artificial intelligence in prostate cancer detection: a comprehensive review of innovations in screening and diagnosis.,Frontiers in immunology,10.3389/fimmu.2025.1670671,"Rajih, E.",4,"Rajih, E.; Bakhsh, A.; Borhan, W. M.; Alqahtani, S. A. M.",T4 Noisy / soft / multi-annotator labels,T4 Noisy / soft / multi-annotator labels,Journal Article; Review,include,,"Prostate cancer management has long been challenged by the limitations of traditional screening tools like PSA testing, which contribute to significant rates of overdiagnosis and overtreatment. While advanced imaging such as multiparametric MRI (mpMRI) has improved the diagnostic pathway, the integration of Artificial Intelligence (AI) is now catalyzing a paradigm shift across the entire continuum of care. This comprehensive review details the transformative role of AI in prostate cancer. In diagnostics, deep learning algorithms enhance the interpretation of mpMRI by improving lesion detection, segmentation, and risk stratification, thereby reducing unnecessary biopsies. In digital pathology, AI provides automated and consistent Gleason grading, minimizing inter-observer variability and refining prognostication. In the therapeutic domain, AI is crucial for personalizing treatment by streamlining radiotherapy planning through automated contouring, predicting patient outcomes and toxicity, and enabling the development of adaptive therapy strategies for advanced disease. Multimodal AI models that synthesize imaging, biomarker, and clinical data are creating robust predictive tools for superior clinical decision support. Despite formidable challenges related to prospective validation, data equity, and regulatory approval, AI is paving the way for a new standard of care characterized by greater precision, efficiency, and personalization."
41398240,2025,Deep-learning-based non-contrast CT for detecting acute ischemic stroke: a systematic review and HSROC meta-analysis of patient-level diagnostic accuracy.,BMC neurology,10.1186/s12883-025-04528-3,"Gete, K. Y.",2,"Gete, K. Y.; Ayele, A. A.",T7 Reporting standards for medical AI,T7 Reporting standards for medical AI,Journal Article; Systematic Review; Meta-Analysis,include,,"Non-contrast CT (NCCT) is first-line imaging for suspected acute ischemic stroke (AIS) but has limited early sensitivity; deep learning (DL) may improve patient-level detection. To estimate the diagnostic accuracy of DL applied to NCCT for patient-level AIS detection and to examine prespecified sources of between-study heterogeneity. We searched MEDLINE, Embase, and Web of Science (January 2010-May 2025). Eligible prospective or retrospective diagnostic studies evaluated DL on NCCT against an appropriate reference standard and reported (or allowed reconstruction of) patient-level 2 × 2 data. Two-gate case-control and lesion-only reports were excluded. Dual reviewers screened/extracted data; risk of bias was assessed with QUADAS-2, and AI-reporting against items adapted from STARD-AI/CLAIM/CONSORT-AI. Bivariate random-effects/HSROC models summarized sensitivity and specificity. Prespecified moderators were posterior-fossa inclusion, reference-standard robustness, and validation type. Sensitivity analyses included external-only cohorts, robust standards, posterior-fossa inclusion, and a ""Direct AIS"" construct subset. Of 1,899 records, 16 studies met inclusion; 13 contributed patient-level data to meta-analysis. Summary sensitivity was 0.91 (95% CI, 0.81-0.96) and specificity 0.90 (0.85-0.94). Sensitivity was lower for externally validated models than internally validated ones (0.82 [0.67-0.91] vs. 0.95 [0.89-0.98]) with similar specificity (0.88 [0.83-0.92] vs. 0.93 [0.82-0.97]). Findings were directionally robust across sensitivity analyses. QUADAS-2 frequently indicated concerns in patient selection and index-test domains; AI-reporting quality was mostly moderate, and explicit external validation remained uncommon. DL applied to NCCT shows high accuracy for patient-level AIS detection. However, generalizability is the principal gap; broader external validation and guideline-concordant reporting are needed to support safe clinical adoption."
41399683,2025,"Artificial intelligence in hepatology: A comprehensive scoping review of clinical applications, challenges, and future directions.",iLIVER,10.1016/j.iliver.2025.100205,"Eskandar, K.",1,"Eskandar, K.",T6 External validation & dataset shift,T6 External validation & dataset shift,Journal Article; Review,include,,"Artificial intelligence (AI) is increasingly integrated into hepatology, yet the existing evidence is fragmented. This scoping review systematically mapped clinical AI applications across hepatology, summarized validated outcomes, and highlighted implementation challenges and research priorities. Following the Arksey-O'Malley and Levac frameworks and reported in accordance with PRISMA-ScR, a systematic search of PubMed, Embase, Scopus, Web of Science, and IEEE Xplore (January 2018-July 2025), complemented by grey-literature screening, identified relevant studies. Two reviewers independently screened and extracted data. From 3214 records, 75 studies met inclusion criteria. (PROSPERO ID: CRD420251159117). Most studies were retrospective and single-center. Imaging models achieved area-under-curve values of 0.80-0.95 for fibrosis staging, lesion detection, and volumetry, often comparable with expert radiologists. Digital-pathology algorithms enabled objective quantification of fibrosis and steatosis. Machine-learning tools improved prediction of disease progression, readmission, and mortality compared with conventional scores, while AI-based transplantation models enhanced donor-recipient matching and graft-survival forecasting. Natural-language-processing systems facilitated early complication detection from electronic health records. Common barriers included small datasets, limited external validation, and model interpretability concerns. AI demonstrates strong potential for diagnostic, prognostic, and workflow enhancement in hepatology. Its responsible translation requires multimodal data integration, explainable modeling, prospective and multicenter validation, and equity-focused deployment strategies."
41402004,2025,Leveraging transfer learning techniques for automated tuberculosis classification on chest X-rays.,The Indian journal of tuberculosis,10.1016/j.ijtb.2025.11.015,"Karule, K. P.",7,"Karule, K. P.; Sapkal, V.; Mirajkar, G.; Babajanov, M.; Tajne, P.; Ahire, L. K.; Qushnazarova, U.",T4 Noisy / soft / multi-annotator labels,T4 Noisy / soft / multi-annotator labels,Journal Article; Review,include,,"Tuberculosis (TB) is one of the major community-health challenges, particularly in underdeveloped and middle-income sets where there is a low maximum in diagnostic areas. Proper management depends on timely and correct detection thus enabling less transmission and timely treatment. Screening of TB by Chest X-rays is used widely due to its availability and speed but their reading depends entirely on skilled radiologists who sometimes can be vulnerable to variability, either due to subjective interpretation or due to pressure. Such constraints support the need to have automated reliable means that would assist in the clinical decision-making process. Although deep-learning approaches have been rather successfully applied to medical climate and demonstrated solid results in medical imaging, traditional transfer-learning strategies are fraught with significant shortcomings when dealing with TB classification. The lack of generalization of pretrained models is common due to variations in the domain of chest radiographs, such as variation in the imaging modality, patients demographics, and noise artifacts. Moreover, label mislabeling that applies to medical datasets may mediate the performance deterioration and lead to overconfident or biased predictions. Combining domain shift and label noise is hence a task that is yet to find a solution in literature. It is herein proposed to bridge these gaps through a hybrid framework of learning both domain-invariant features and to regularize noisy labels, i.e., Domain-Adversarial Transfer Learning with Label Smoothing (DANN-LS). The architecture similar to the ResNet is a pre-trained feature extractor (ResNet50); however, the gradient reversal layer enforces adversarial domain alignment, and label smoothing prevents over-confidence on the classification. The process was thoroughly tested against the Tuberculosis Chest X-ray dataset, where the preprocessing and augmentation of the images were vastly done. Empirical findings showed that DANN-LS had 93.5 of classification accuracy, 97.2 of area under the ROC curve (AUC), 92.8 of F1-Score and 93.9 sensitivity and specificity of 93.0. It was shown that comparative analysis record returns of around 5 % against standard transfer-learning methods as well as significant increases over Wasserstein-based and classical adversarial domain-adaptation methods. These results provide evidence of how adversarial domain adaptation coupled with label smoothing are effective and provide a scaling factor in terms of attaining secure TB screening. The model proposed is of great potential in an environment that is resource-limited in nature as a means to provide fast and precise responses in public-health settings."
41404996,2026,Performance of GPT-5 in the Interpretation of IBD Histopathology Reports.,United European gastroenterology journal,10.1002/ueg2.70161,"Maida, M.",20,"Maida, M.; Vitello, A.; Macaluso, F. S.; Daperno, M.; Mocci, G.; Rispo, A.; Calabrese, G.; Decarli, N. L.; Laschi, L.; Fattorini, C.; Locci, G.; Sordo, R. D.; Ligresti, D.; Tacelli, M.; Furnari, M.; Sferrazza, S.; Marasco, G.; Facciorusso, A.; Orlando, A.; Villanacci, V.",T3 Inter-observer variability in endoscopy,T3 Inter-observer variability in endoscopy,Journal Article; Multicenter Study,include,,"Histopathological interpretation is crucial for diagnosing inflammatory bowel disease (IBD), distinguishing between Crohn's Disease (CD), Ulcerative Colitis (UC), IBD-Unclassified (IBD-U), and Non-IBD colitis (NIBDC). However, interobserver variability and limited expertise can reduce diagnostic accuracy. Large Language Models (LLMs) such as GPT-5 may offer clinical support in interpreting histology reports. We analyzed 100 real-life histological reports from ileo-colonoscopies, equally representing CD, UC, IBD-U, and NIBDC, collected across five Italian healthcare centers, including both IBD-specialized and non-specialized hospitals. A reference standard was established by an expert pathologist. Independent classifications were generated by GPT-5, five gastrointestinal pathologists, five IBD-expert gastroenterologists (GIs), and five non-expert GIs. Diagnostic performance (accuracy, recall, precision, F1-score), agreement with the reference standard (Cohen's κ), and inter-rater reliability (Fleiss' κ) were assessed. GPT-5 achieved the highest agreement with the reference standard with the highest accuracy (76.0%), compared to pathologists (68.6%), IBD-experts (69.2%), and non-experts (63.2%). Agreement with the reference standard was substantial for GPT-5 (κ = 0.671) and moderate for human groups (κ = 0.508-0.588). GPT-5 showed perfect recall for CD and UC, high recall for NIBDC (96.0%), but poor performance for IBD-U (recall 8.0%, F1-score 14.3%). Fleiss' κ indicated moderate agreement among pathologists and IBD-experts, and fair agreement among non-experts. GPT-5 demonstrated reliable performance in interpreting IBD histological reports, exhibiting high accuracy and strong agreement with the reference standard. While unreliable for IBD-U, GPT-5 may serve as a supportive tool in histopathological interpretation of IBD, particularly in centers with limited access to expert pathologists or IBD-specialists."
41408195,2025,Progressive curriculum learning with Scale-Enhanced U-Net for continuous airway segmentation.,BMC medical imaging,10.1186/s12880-025-02066-5,"Yang, B.",7,"Yang, B.; Tian, Q.; Liao, H.; Huang, X.; Wu, J.; Hu, J.; Liu, H.",T2 Endoscopic quality & blind-spot audit,T2 Endoscopic quality & blind-spot audit,Journal Article,include,,"Continuous and accurate segmentation of airways in chest CT images is essential for preoperative planning and real-time bronchoscopy navigation. Despite advances in deep learning for medical image segmentation, maintaining airway continuity remains a challenge, particularly due to intra-class imbalance between large and small branches and blurred CT details. To address these challenges, we propose a progressive curriculum learning pipeline and a Scale-Enhanced U-Net (SE-UNet) to improve detail extraction, thereby enhancing segmentation continuity. Compared with previous connectivity-aware methods, our framework directly tackles the imbalance between large and small branches through end-to-end progressive learning, while balancing airway tree completeness and accuracy. Specifically, our curriculum learning pipeline comprises three stages. Stage 1 performs coarse learning to extract main airways. Stage 2 introduces a General Union Loss (GUL) to improve the identification of smaller airways. In Stage 3, we propose an Adaptive Topology-Responsive Loss (ATRL), which encourages the network to focus on preserving airway continuity. Throughout all stages, a crop sampling strategy is employed to reduce feature interference between airways of varying scales, effectively addressing the intra-class imbalance. The progressive training pipeline shares the same SE-UNet, integrating multi-scale inputs and Detail Information Enhancers (DIEs) to enhance information flow and effectively capture the intricate details of small airways. Additionally, we propose a robust airway tree parsing method and hierarchical evaluation metrics to provide more clinically relevant and precise analysis. Extensive experiments demonstrate that our method outperforms existing approaches on the ATM'22 challenge dataset and achieves a 9.631% improvement in the Tree length Detection rate (TD) of small airways and a 4.622% improvement in the Branch Detection rate (BD) of the overall airway tree on our in-house dataset, thereby significantly enhancing small-airway accuracy and overall airway tree completeness."
41413299,2026,Computer-aided detection with or without mucosal-exposure devices in colonoscopy: a systematic review and meta-analysis with trial sequential analysis.,Surgical endoscopy,10.1007/s00464-025-12492-9,"Meine, G. C.",8,"Meine, G. C.; Holanda, E. U.; Santo, P.; Barbosa, E. C.; Nau, A. L.; Moore, K. M. H.; Picon, R. V.; Sander, G. B.",T2 Endoscopic quality & blind-spot audit,T2 Endoscopic quality & blind-spot audit,Journal Article; Systematic Review; Meta-Analysis,include,,"Recent advances in endoscopic technologies aim to enhance visualization during the procedure. This systematic review and meta-analysis aimed to compare the effectiveness of combining mucosal-exposure devices and computer-aided detection systems (CADe) versus CADe alone for adenoma detection during colonoscopy. Additionally, we conducted subgroup analysis by colonoscopy indication, and trial sequential analysis (TSA) to assess the robustness of the evidence. We searched PubMed, Embase, and Cochrane Library for randomized controlled trials (RCTs) from inception to January 2025. We pooled risk ratios (RR) for dichotomous outcomes and mean differences (MD) for continuous outcomes with their respective 95% confidence intervals (CIs). Three RCTs (2,404 patients) were included. The integration of CADe and mucosal-exposure device significantly improved the adenoma detection rate (ADR) (RR 1.12; 95% CI [1.03, 1.21]) and adenomas per colonoscopy (APC) (MD 0.15; 95% CI [0.06, 0.24]) compared with CADe alone. However, the advanced adenoma detection rate, number of advanced adenomas per colonoscopy, cecal intubation time, and withdrawal time were similar between both approaches. The subgroup analysis for screening colonoscopy yielded consistent findings. In the TSA for ADR, the cumulative z-line crossed the boundary for effect and came within 43 patients of achieving the required sample size, while for APC, the cumulative z-line crossed the boundary for effect and reached the required sample size. Combining CADe with mucosal-exposure devices during colonoscopy increased both ADR and APC without extending procedure time. However, this combination did not enhance the detection of advanced adenomas compared to CADe alone."
41413300,2025,Artificial intelligence-driven multivariate integration for pulmonary arterial pressure prediction in pulmonary hypertension.,NPJ digital medicine,10.1038/s41746-025-02233-6,"Zeng, Y.",13,"Zeng, Y.; Ling, G.; Zhang, H.; Cao, W.; Zheng, X.; Deng, X.; Lan, L.; Sun, R.; Liu, X.; Tian, L.; Xu, H.; Wang, Z.; Zhang, G.",T5 Uncertainty & calibration,T5 Uncertainty & calibration,Journal Article,include,,"Reliable machine learning techniques have vast potential in assisting clinical decision-making, including applications in bioinformatics and medical imaging analysis. However, AI-driven medical research is often limited by data scarcity, data quality, and the black-box nature of machine learning models. Thus, there is an urgent need for reliable surrogate models to overcome these challenges, enabling accurate learning from small datasets to guide clinical diagnosis. Here, we conducted a retrospective observational clinical study and proposed a data-driven predictive model that estimates mean pulmonary artery pressure (mPAP) based on individual patient clinical diagnostic features, enabling accurate assessment of pulmonary hypertension. Furthermore, we innovatively incorporate CMR-related features into the disease evaluation framework. Compared to traditional invasive measurement methods, this framework can not only accurately predict a patient's mPAP using easily accessible noninvasive physiological features but also incorporate uncertainty quantification to extract qualitative patterns, aiding clinical diagnosis."
41423660,2025,Obesity prediction using an explainable deep learning framework based on LSTM-LIME with integrated visualization.,Scientific reports,10.1038/s41598-025-33336-5,"Alsulami, N. S.",4,"Alsulami, N. S.; Ramzan, M. S.; Alzahrani, B. A.; Alsulami, S. S.",T5 Uncertainty & calibration,T5 Uncertainty & calibration,Journal Article,include,,"Obesity is a major global health challenge requiring accurate and interpretable risk-assessment models to support early detection and prevention strategies. This study introduces a novel explainable deep learning framework for multiclass obesity prediction using a Saudi-specific dataset that integrates anthropometric, lifestyle, and dietary factors. Six models were evaluated including Long Short-Term Memory (LSTM), Bidirectional LSTM, Recurrent Neural Network (RNN), Deep Neural Network (DNN) specifically Multilayer Perceptron (MLP), TabNet, and Autoencoder. The Bi-LSTM model, with 96% accuracy, a macro recall of 0.96, a macro F1-score of 0.95, surpassed the other models in terms of predictive performance. Regression-style metrics such as the Mean Absolute Error (MAE), Root Mean Square Error (RMSE), and the Coefficient of Determination ([Formula: see text]) were also applied to assess ordinal misclassification and model calibration. The novelty of this work lies in the development of the first culturally specific Saudi multiclass obesity dataset and the integration of LSTM networks with Local Interpretable Model-Agnostic Explanations (LIME) within an interactive interface, enabling both predictive accuracy and transparent, user-centered visualization of obesity-risk factors. This approach advances current practice by combining explainable deep learning with region-specific health data for precision public-health applications."
