pmid,year,first_author,authors_full,title,journal,doi,theme,source,relevance_score,abstract,volume,issue,pages,elocation,apa
41647006.0,2023,"Sabrie, N.","Sabrie, N.; Khan, R.; Jogendran, R.; Scaffidi, M.; Bansal, R.; Gimpaya, N.; Youssef, M.; Forbes, N.; Mosko, J. D.; Berzin, T. M.; Lightfoot, D.; Grover, S. C.",Performance of natural language processing in identifying adenomas from colonoscopy reports: a systematic review and meta-analysis.,"iGIE : innovation, investigation and insights",10.1016/j.igie.2023.07.012,T1 Endoscopy report NLP,PubMed/MEDLINE,9.0,"The adenoma detection rate is a key quality metric for colonoscopy and is inversely related to the post-colonoscopy colorectal cancer rate. Natural language processing can be used to automate the generation of such quality metrics from colonoscopy reports. We performed a systematic review and meta-analysis on the performance of natural language processing (NLP) in identifying adenoma detection in colonoscopy and paired pathology reports. We performed a systematic review and meta-analysis according to Preferred Reporting Items for Systematic Reviews and Meta-Analyses recommendations. A literature query was conducted on MEDLINE, Embase, and Cochrane Database of Systematic Reviews through July 2022. Studies were included if they reported on the operator characteristics of an NLP algorithm in interpreting adenoma detection in colonoscopy and pathology reports. Two authors independently screened studies and abstracted data using an a priori designed data collection form. Performance characteristics were pooled by first using a univariate analysis, followed by a bivariate analysis of sensitivity and specificity. The pooled specificity and sensitivity for identifying adenoma detection were .997 (95% confidence interval [CI], .984-.999) and .978 (95% CI, .938-.992). The pooled positive predictive value, negative predictive value, and F1 score were .997 (95% CI, .979-1.00), .977 (95% CI, .938-.992), and .982 (95% CI, .957-.993), respectively. In the bivariate analysis, the pooled specificity and sensitivity were .992 (95% CI, .978-.997) and .973 (95% CI, .929-.990). The NLP systems performed similarly well in identifying the detection of sessile serrated lesions and advanced adenomas. NLP systems can identify adenoma detection from colonoscopy and pathology reports with strong operator characteristics.",2,3,350-356.e7,10.1016/j.igie.2023.07.012,"Sabrie, N., Khan, R., Jogendran, R., Scaffidi, M., Bansal, R., Gimpaya, N., Youssef, M., Forbes, N., Mosko, J. D., Berzin, T. M., Lightfoot, D., & Grover, S. C. (2023). Performance of natural language processing in identifying adenomas from colonoscopy reports: a systematic review and meta-analysis. *iGIE : innovation, investigation and insights*, *2*(3), 350-356.e7. https://doi.org/10.1016/j.igie.2023.07.012"
42218717.0,2026,"Sardar, S.","Sardar, S.; Dash, S.; Roychowdhury, P.; Solanki, J.; Sikdar, P.; Thangappan, J.; Dutta, S.","Artificial intelligence for antimicrobial resistance: advancing reproducibility, interpretability, and clinical deployment.",Briefings in bioinformatics,10.1093/bib/bbag269,T4 Leakage & validity,PubMed/MEDLINE,6.0,"The shift of artificial intelligence for antimicrobial resistance (AI-AMR) from proof-of-concept studies to clinically embedded decision support critically hinges on establishing rigorous reproducibility, interpretability, and evaluation standards aligned with antimicrobial stewardship and patient safety. This review traces the field's evolution from rule-based gene matching through classical machine learning to deep learning models, foundation models, and generative models and proposes a pragmatic standards framework covering dataset curation, multi-site external validation, transparent model cards, and systematic error-cost analyses. Historically, progress was catalysed by curated resistome ontologies; modern practice demands FAIR-aligned curation, explicit bias and data-leakage audits, and prospective temporal and external geographic validation guided by emerging healthcare AI guidelines. To translate accuracy into safer prescribing, the review advocates cost-sensitive evaluation that quantifies false-positive and false-negative harms, integrates stewardship metrics (time-to-effective therapy, spectrum narrowing, days of therapy), and facilitates continuous post-deployment monitoring. Looking forward, federated learning, multimodal and foundation architectures, generative models for antimicrobial and peptide design, and explainable interfaces usable at the point-of-care are poised to reshape trustworthy and clinically deployable AI-AMR. The review concludes with a checklist for implementers: FAIR and diversity-by-design data curation, prospectively specified multi-site validation, standardised governance-linked model cards, and explicit stewardship-oriented error-cost trade-offs.",27,3,,bbag269,"Sardar, S., Dash, S., Roychowdhury, P., Solanki, J., Sikdar, P., Thangappan, J., & Dutta, S. (2026). Artificial intelligence for antimicrobial resistance: advancing reproducibility, interpretability, and clinical deployment. *Briefings in bioinformatics*, *27*(3). https://doi.org/10.1093/bib/bbag269"
38533919.0,2025,"Silverman, A. L.","Silverman, A. L.; Bhasuran, B.; Mosenia, A.; Yasini, F.; Ramasamy, G.; Banerjee, I.; Gupta, S.; Mardirossian, T.; Narain, R.; Sewell, J.; Butte, A. J.; Rudrapatna, V. A.","Accurate, Robust, and Scalable Machine Abstraction of Mayo Endoscopic Subscores From Colonoscopy Reports.",Inflammatory bowel diseases,10.1093/ibd/izae068,T1 Endoscopy report NLP,PubMed/MEDLINE,11.0,"The Mayo endoscopic subscore (MES) is an important quantitative measure of disease activity in ulcerative colitis. Colonoscopy reports in routine clinical care usually characterize ulcerative colitis disease activity using free text description, limiting their utility for clinical research and quality improvement. We sought to develop algorithms to classify colonoscopy reports according to their MES. We annotated 500 colonoscopy reports from 2 health systems. We trained and evaluated 4 classes of algorithms. Our primary outcome was accuracy in identifying scorable reports (binary) and assigning an MES (ordinal). Secondary outcomes included learning efficiency, generalizability, and fairness. Automated machine learning models achieved 98% and 97% accuracy on the binary and ordinal prediction tasks, outperforming other models. Binary models trained on the University of California, San Francisco data alone maintained accuracy (96%) on validation data from Zuckerberg San Francisco General. When using 80% of the training data, models remained accurate for the binary task (97% [n = 320]) but lost accuracy on the ordinal task (67% [n = 194]). We found no evidence of bias by gender (P = .65) or area deprivation index (P = .80). We derived a highly accurate pair of models capable of classifying reports by their MES and recognizing when to abstain from prediction. Our models were generalizable on outside institution validation. There was no evidence of algorithmic bias. Our methods have the potential to enable retrospective studies of treatment effectiveness, prospective identification of patients meeting study criteria, and quality improvement efforts in inflammatory bowel diseases.",31,3,665-670,10.1093/ibd/izae068,"Silverman, A. L., Bhasuran, B., Mosenia, A., Yasini, F., Ramasamy, G., Banerjee, I., Gupta, S., Mardirossian, T., Narain, R., Sewell, J., Butte, A. J., & Rudrapatna, V. A. (2025). Accurate, Robust, and Scalable Machine Abstraction of Mayo Endoscopic Subscores From Colonoscopy Reports. *Inflammatory bowel diseases*, *31*(3), 665-670. https://doi.org/10.1093/ibd/izae068"
38568736.0,2024,"Sivarajkumar, S.","Sivarajkumar, S.; Gao, F.; Denny, P.; Aldhahwani, B.; Visweswaran, S.; Bove, A.; Wang, Y.",Mining Clinical Notes for Physical Rehabilitation Exercise Information: Natural Language Processing Algorithm Development and Validation Study.,JMIR medical informatics,10.2196/52289,T2 Rule-based vs ML,PubMed/MEDLINE,16.0,"The rehabilitation of a patient who had a stroke requires precise, personalized treatment plans. Natural language processing (NLP) offers the potential to extract valuable exercise information from clinical notes, aiding in the development of more effective rehabilitation strategies. This study aims to develop and evaluate a variety of NLP algorithms to extract and categorize physical rehabilitation exercise information from the clinical notes of patients who had a stroke treated at the University of Pittsburgh Medical Center. A cohort of 13,605 patients diagnosed with stroke was identified, and their clinical notes containing rehabilitation therapy notes were retrieved. A comprehensive clinical ontology was created to represent various aspects of physical rehabilitation exercises. State-of-the-art NLP algorithms were then developed and compared, including rule-based, machine learning-based algorithms (support vector machine, logistic regression, gradient boosting, and AdaBoost) and large language model (LLM)-based algorithms (ChatGPT [OpenAI]). The study focused on key performance metrics, particularly F1-scores, to evaluate algorithm effectiveness. The analysis was conducted on a data set comprising 23,724 notes with detailed demographic and clinical characteristics. The rule-based NLP algorithm demonstrated superior performance in most areas, particularly in detecting the ""Right Side"" location with an F1-score of 0.975, outperforming gradient boosting by 0.063. Gradient boosting excelled in ""Lower Extremity"" location detection (F1-score: 0.978), surpassing rule-based NLP by 0.023. It also showed notable performance in the ""Passive Range of Motion"" detection with an F1-score of 0.970, a 0.032 improvement over rule-based NLP. The rule-based algorithm efficiently handled ""Duration,"" ""Sets,"" and ""Reps"" with F1-scores up to 0.65. LLM-based NLP, particularly ChatGPT with few-shot prompts, achieved high recall but generally lower precision and F1-scores. However, it notably excelled in ""Backward Plane"" motion detection, achieving an F1-score of 0.846, surpassing the rule-based algorithm's 0.720. The study successfully developed and evaluated multiple NLP algorithms, revealing the strengths and weaknesses of each in extracting physical rehabilitation exercise information from clinical notes. The detailed ontology and the robust performance of the rule-based and gradient boosting algorithms demonstrate significant potential for enhancing precision rehabilitation. These findings contribute to the ongoing efforts to integrate advanced NLP techniques into health care, moving toward predictive models that can recommend personalized rehabilitation treatments for optimal patient outcomes.",12,,e52289,e52289,"Sivarajkumar, S., Gao, F., Denny, P., Aldhahwani, B., Visweswaran, S., Bove, A., & Wang, Y. (2024). Mining Clinical Notes for Physical Rehabilitation Exercise Information: Natural Language Processing Algorithm Development and Validation Study. *JMIR medical informatics*, *12*, e52289. https://doi.org/10.2196/52289"
35683353.0,2022,"Song, G.","Song, G.; Chung, S. J.; Seo, J. Y.; Yang, S. Y.; Jin, E. H.; Chung, G. E.; Shim, S. R.; Sa, S.; Hong, M. S.; Kim, K. H.; Jang, E.; Lee, C. W.; Bae, J. H.; Han, H. W.",Natural Language Processing for Information Extraction of Gastric Diseases and Its Application in Large-Scale Clinical Research.,Journal of clinical medicine,10.3390/jcm11112967,T1 Endoscopy report NLP,PubMed/MEDLINE,9.0,"Background and Aims: The utility of clinical information from esophagogastroduodenoscopy (EGD) reports has been limited because of its unstructured narrative format. We developed a natural language processing (NLP) pipeline that automatically extracts information about gastric diseases from unstructured EGD reports and demonstrated its applicability in clinical research. Methods: An NLP pipeline was developed using 2000 EGD and associated pathology reports that were retrieved from a single healthcare center. The pipeline extracted clinical information, including the presence, location, and size, for 10 gastric diseases from the EGD reports. It was validated with 1000 EGD reports by evaluating sensitivity, positive predictive value (PPV), accuracy, and F1 score. The pipeline was applied to 248,966 EGD reports from 2010-2019 to identify patient demographics and clinical information for 10 gastric diseases. Results: For gastritis information extraction, we achieved an overall sensitivity, PPV, accuracy, and F1 score of 0.966, 0.972, 0.996, and 0.967, respectively. Other gastric diseases, such as ulcers, and neoplastic diseases achieved an overall sensitivity, PPV, accuracy, and F1 score of 0.975, 0.982, 0.999, and 0.978, respectively. The study of EGD data of over 10 years revealed the demographics of patients with gastric diseases by sex and age. In addition, the study identified the extent and locations of gastritis and other gastric diseases, respectively. Conclusions: We demonstrated the feasibility of the NLP pipeline providing an automated extraction of gastric disease information from EGD reports. Incorporating the pipeline can facilitate large-scale clinical research to better understand gastric diseases.",11,11,,2967,"Song, G., Chung, S. J., Seo, J. Y., Yang, S. Y., Jin, E. H., Chung, G. E., Shim, S. R., Sa, S., Hong, M. S., Kim, K. H., Jang, E., Lee, C. W., Bae, J. H., & Han, H. W. (2022). Natural Language Processing for Information Extraction of Gastric Diseases and Its Application in Large-Scale Clinical Research. *Journal of clinical medicine*, *11*(11). https://doi.org/10.3390/jcm11112967"
41264858.0,2025,"Stevens, E. R.","Stevens, E. R.; Hartman, J.; Testa, P.; Mansukhani, A.; Monina, C.; Shunk, A.; Ranson, D.; Imberg, Y.; Cote, A.; Prabhu, D.; Szerencsy, A.",Leveraging Machine Learning and Robotic Process Automation to Identify and Convert Unstructured Colonoscopy Results Into Actionable Data: Proof-of-Concept Study.,JMIR medical informatics,10.2196/73504,T1 Endoscopy report NLP,PubMed/MEDLINE,13.0,"With rising patient volumes and a focus on quality, our health system had the objective to create a more efficient way to ensure accurate documentation of colorectal cancer (CRC) screening intervals from inbound colonoscopy reports to ensure timely follow-up. We developed an integrated end-to-end workflow solution using machine learning (ML) and robotic process automation (RPA) to extract and update electronic health record (EHR) follow-up dates from unstructured data. This study aimed to automate data extraction from external, free-text colonoscopy reports to identify and document recommended follow-up dates for CRC screening in structured EHR fields. As proof of concept, we outline the process development, validity, and implementation of an approach that integrates available tools to automate data retrieval and entry within the EHR of a large academic health system. The health system uses Epic Systems as its EHR platform, and the ML model used was trained on health system patient colonoscopy reports. This proof-of-concept process study consisted of six stages: (1) identification of gaps in documenting recommendations for follow-up CRC screening from external colonoscopy reports, (2) defining process objectives, (3) identification of technologies, (4) creation of process architecture, (5) process validation, and (6) health system-wide implementation. A chart review was performed to validate process outcomes and estimate impact. We developed an automated process with 3 primary steps leveraging ML and RPA to create a fully orchestrated workflow to update CRC screening recall dates based on colonoscopy reports received from external sources. Process validity was assessed with 690 scanned colonoscopy reports. During process validation, the overall automated process achieved an accuracy of 80.7% (557/690, 95% CI 77.8%-83.7%) for correctly identifying the presence or absence of a valid follow-up date and a follow-up date false negative identification rate of 32.9% (130/395, 95% CI 29.4%-36.4%). From the organization-wide implementation to go-live until December 31, 2024, the system processed 16,563 external colonoscopy reports. Of these, 35.3% (5841/16,563) had a follow-up date meeting the relevant ML model threshold and thus were identified as ready for RPA processing. Implementation of an automated workflow to extract and update CRC screening follow-up dates from colonoscopy reports is feasible and has the potential to improve accuracy in patient recall while reducing documentation burden. By standardizing data ingestion, extending this approach to various unstructured data types can address deficiencies in structured EHR documentation and solve for a lack of data integration and reporting for quality measures. Automated workflows leveraging ML and RPA offer practical solutions to overcome interoperability challenges and the use of unstructured data within health care systems.",13,,e73504,e73504,"Stevens, E. R., Hartman, J., Testa, P., Mansukhani, A., Monina, C., Shunk, A., Ranson, D., Imberg, Y., Cote, A., Prabhu, D., & Szerencsy, A. (2025). Leveraging Machine Learning and Robotic Process Automation to Identify and Convert Unstructured Colonoscopy Results Into Actionable Data: Proof-of-Concept Study. *JMIR medical informatics*, *13*, e73504. https://doi.org/10.2196/73504"
39322813.0,2025,"Su, Y.","Su, Y.; Babore, Y. B.; Kahn, C. E.",A Large Language Model to Detect Negated Expressions in Radiology Reports.,Journal of imaging informatics in medicine,10.1007/s10278-024-01274-9,T2 Rule-based vs ML,PubMed/MEDLINE,14.0,"Natural language processing (NLP) is crucial to extract information accurately from unstructured text to provide insights for clinical decision-making, quality improvement, and medical research. This study compared the performance of a rule-based NLP system and a medical-domain transformer-based model to detect negated concepts in radiology reports. Using a corpus of 984 de-identified radiology reports from a large U.S.-based academic health system (1000 consecutive reports, excluding 16 duplicates), the investigators compared the rule-based medspaCy system and the Clinical Assertion and Negation Classification Bidirectional Encoder Representations from Transformers (CAN-BERT) system to detect negated expressions of terms from RadLex, the Unified Medical Language System Metathesaurus, and the Radiology Gamuts Ontology. Power analysis determined a sample size of 382 terms to achieve α = 0.05 and β = 0.8 for McNemar's test; based on an estimate of 15% negated terms, 2800 randomly selected terms were annotated manually as negated or not negated. Precision, recall, and F1 of the two models were compared using McNemar's test. Of the 2800 terms, 387 (13.8%) were negated. For negation detection, medspaCy attained a recall of 0.795, precision of 0.356, and F1 of 0.492. CAN-BERT achieved a recall of 0.785, precision of 0.768, and F1 of 0.777. Although recall was not significantly different, CAN-BERT had significantly better precision (χ2 = 304.64; p < 0.001). The transformer-based CAN-BERT model detected negated terms in radiology reports with high precision and recall; its precision significantly exceeded that of the rule-based medspaCy system. Use of this system will improve data extraction from textual reports to support information retrieval, AI model training, and discovery of causal relationships.",38,3,1297-1303,10.1007/s10278-024-01274-9,"Su, Y., Babore, Y. B., & Kahn, C. E. (2025). A Large Language Model to Detect Negated Expressions in Radiology Reports. *Journal of imaging informatics in medicine*, *38*(3), 1297-1303. https://doi.org/10.1007/s10278-024-01274-9"
35300321.0,2022,"Syed, S.","Syed, S.; Angel, A. J.; Syeda, H. B.; Jennings, C. F.; VanScoy, J.; Syed, M.; Greer, M.; Bhattacharyya, S.; Al-Shukri, S.; Zozus, M.; Prior, F.; Tharian, B.",TAX-Corpus: Taxonomy based Annotations for Colonoscopy Evaluation.,"Biomedical engineering systems and technologies, international joint conference, BIOSTEC ... revised selected papers. BIOSTEC (Conference)",10.5220/0010876100003123,T1 Endoscopy report NLP,PubMed/MEDLINE,9.0,"Colonoscopy plays a critical role in screening of colorectal carcinomas (CC). Unfortunately, the data related to this procedure are stored in disparate documents, colonoscopy, pathology, and radiology reports respectively. The lack of integrated standardized documentation is impeding accurate reporting of quality metrics and clinical and translational research. Natural language processing (NLP) has been used as an alternative to manual data abstraction. Performance of Machine Learning (ML) based NLP solutions is heavily dependent on the accuracy of annotated corpora. Availability of large volume annotated corpora is limited due to data privacy laws and the cost and effort required. In addition, the manual annotation process is error-prone, making the lack of quality annotated corpora the largest bottleneck in deploying ML solutions. The objective of this study is to identify clinical entities critical to colonoscopy quality, and build a high-quality annotated corpus using domain specific taxonomies following standardized annotation guidelines. The annotated corpus can be used to train ML models for a variety of downstream tasks.",2022,,162-169,10.5220/0010876100003123,"Syed, S., Angel, A. J., Syeda, H. B., Jennings, C. F., VanScoy, J., Syed, M., Greer, M., Bhattacharyya, S., Al-Shukri, S., Zozus, M., Prior, F., & Tharian, B. (2022). TAX-Corpus: Taxonomy based Annotations for Colonoscopy Evaluation. *Biomedical engineering systems and technologies, international joint conference, BIOSTEC .. revised selected papers. BIOSTEC (Conference)*, *2022*, 162-169. https://doi.org/10.5220/0010876100003123"
35843286.0,2023,"Tinmouth, J.","Tinmouth, J.; Swain, D.; Chorneyko, K.; Lee, V.; Bowes, B.; Li, Y.; Gao, J.; Morgan, D.",Validation of a natural language processing algorithm to identify adenomas and measure adenoma detection rates across a health system: a population-level study.,Gastrointestinal endoscopy,10.1016/j.gie.2022.07.009,T1 Endoscopy report NLP,PubMed/MEDLINE,7.0,"Measuring adenoma detection rates (ADRs) at the population level is challenging because pathology reports are often reported in an unstructured format; further, there is significant variation in reporting methods across institutions. Natural language processing (NLP) can be used to extract relevant information from text-based records. We aimed to develop and validate an NLP algorithm to identify colorectal adenomas that could be used to report ADR at the population level in Ontario, Canada. The sampling frame included pathology reports from all colonoscopies performed in Ontario in 2015 and 2016. Two random samples of 450 and 1000 reports were selected as the training and validation sets, respectively. Expert clinicians reviewed and classified reports as adenoma or other. The training set was used to develop an NLP algorithm (to identify adenomas) that was evaluated using the validation set. The NLP algorithm test characteristics were calculated using expert review as the reference. We used the algorithm to measure ADR for all endoscopists in Ontario in 2019. The 1450 pathology reports were derived from 62 laboratories, 266 pathologists, and 532 endoscopists. In the training set, the NLP algorithm for any adenoma had a sensitivity of 99.60% (95% confidence interval (CI), 97.77-99.99), specificity of 99.01% (95% CI, 96.49-99.88), positive predictive value of 99.19% (95% CI, 97.12-99.90), and F1 score of .99. Similar results were obtained for the validation set. The median ADR was 33% (interquartile range, 26%-40%). When we used a population-based sample from Ontario, our NLP algorithm was highly accurate and was used at the system level to measure ADR.",97,1,121-129.e1,10.1016/j.gie.2022.07.009,"Tinmouth, J., Swain, D., Chorneyko, K., Lee, V., Bowes, B., Li, Y., Gao, J., & Morgan, D. (2023). Validation of a natural language processing algorithm to identify adenomas and measure adenoma detection rates across a health system: a population-level study. *Gastrointestinal endoscopy*, *97*(1), 121-129.e1. https://doi.org/10.1016/j.gie.2022.07.009"
36413056.0,2023,"Yang, S.","Yang, S.; Varghese, P.; Stephenson, E.; Tu, K.; Gronsbell, J.",Machine learning approaches for electronic health records phenotyping: a methodical review.,Journal of the American Medical Informatics Association : JAMIA,10.1093/jamia/ocac216,T3 Weak supervision,PubMed/MEDLINE,13.0,"Accurate and rapid phenotyping is a prerequisite to leveraging electronic health records for biomedical research. While early phenotyping relied on rule-based algorithms curated by experts, machine learning (ML) approaches have emerged as an alternative to improve scalability across phenotypes and healthcare settings. This study evaluates ML-based phenotyping with respect to (1) the data sources used, (2) the phenotypes considered, (3) the methods applied, and (4) the reporting and evaluation methods used. We searched PubMed and Web of Science for articles published between 2018 and 2022. After screening 850 articles, we recorded 37 variables on 100 studies. Most studies utilized data from a single institution and included information in clinical notes. Although chronic conditions were most commonly considered, ML also enabled the characterization of nuanced phenotypes such as social determinants of health. Supervised deep learning was the most popular ML paradigm, while semi-supervised and weakly supervised learning were applied to expedite algorithm development and unsupervised learning to facilitate phenotype discovery. ML approaches did not uniformly outperform rule-based algorithms, but deep learning offered a marginal improvement over traditional ML for many conditions. Despite the progress in ML-based phenotyping, most articles focused on binary phenotypes and few articles evaluated external validity or used multi-institution data. Study settings were infrequently reported and analytic code was rarely released. Continued research in ML-based phenotyping is warranted, with emphasis on characterizing nuanced phenotypes, establishing reporting and evaluation standards, and developing methods to accommodate misclassified phenotypes due to algorithm errors in downstream applications.",30,2,367-381,10.1093/jamia/ocac216,"Yang, S., Varghese, P., Stephenson, E., Tu, K., & Gronsbell, J. (2023). Machine learning approaches for electronic health records phenotyping: a methodical review. *Journal of the American Medical Informatics Association : JAMIA*, *30*(2), 367-381. https://doi.org/10.1093/jamia/ocac216"
38596848.0,2024,"Yoo, R. M.","Yoo, R. M.; Viggiano, B. T.; Pundi, K. N.; Fries, J. A.; Zahedivash, A.; Podchiyska, T.; Din, N.; Shah, N. H.",Scalable Approach to Consumer Wearable Postmarket Surveillance: Development and Validation Study.,JMIR medical informatics,10.2196/51171,T3 Weak supervision,PubMed/MEDLINE,7.0,"With the capability to render prediagnoses, consumer wearables have the potential to affect subsequent diagnoses and the level of care in the health care delivery setting. Despite this, postmarket surveillance of consumer wearables has been hindered by the lack of codified terms in electronic health records (EHRs) to capture wearable use. We sought to develop a weak supervision-based approach to demonstrate the feasibility and efficacy of EHR-based postmarket surveillance on consumer wearables that render atrial fibrillation (AF) prediagnoses. We applied data programming, where labeling heuristics are expressed as code-based labeling functions, to detect incidents of AF prediagnoses. A labeler model was then derived from the predictions of the labeling functions using the Snorkel framework. The labeler model was applied to clinical notes to probabilistically label them, and the labeled notes were then used as a training set to fine-tune a classifier called Clinical-Longformer. The resulting classifier identified patients with an AF prediagnosis. A retrospective cohort study was conducted, where the baseline characteristics and subsequent care patterns of patients identified by the classifier were compared against those who did not receive a prediagnosis. The labeler model derived from the labeling functions showed high accuracy (0.92; F1-score=0.77) on the training set. The classifier trained on the probabilistically labeled notes accurately identified patients with an AF prediagnosis (0.95; F1-score=0.83). The cohort study conducted using the constructed system carried enough statistical power to verify the key findings of the Apple Heart Study, which enrolled a much larger number of participants, where patients who received a prediagnosis tended to be older, male, and White with higher CHA2DS2-VASc (congestive heart failure, hypertension, age ≥75 years, diabetes, stroke, vascular disease, age 65-74 years, sex category) scores (P<.001). We also made a novel discovery that patients with a prediagnosis were more likely to use anticoagulants (525/1037, 50.63% vs 5936/16,560, 35.85%) and have an eventual AF diagnosis (305/1037, 29.41% vs 262/16,560, 1.58%). At the index diagnosis, the existence of a prediagnosis did not distinguish patients based on clinical characteristics, but did correlate with anticoagulant prescription (P=.004 for apixaban and P=.01 for rivaroxaban). Our work establishes the feasibility and efficacy of an EHR-based surveillance system for consumer wearables that render AF prediagnoses. Further work is necessary to generalize these findings for patient populations at other sites.",12,,e51171,e51171,"Yoo, R. M., Viggiano, B. T., Pundi, K. N., Fries, J. A., Zahedivash, A., Podchiyska, T., Din, N., & Shah, N. H. (2024). Scalable Approach to Consumer Wearable Postmarket Surveillance: Development and Validation Study. *JMIR medical informatics*, *12*, e51171. https://doi.org/10.2196/51171"
